"CD8.c06.Tem.GZMK"	"CD8.c07.Temra.CX3CR1"	"CD8.c02.Tm.IL7R"	"CD8.c16.MAIT.SLC4A10"	"CD8.c01.Tn.MAL"	"CD8.c05.Tem.CXCR5"	"CD8.c09.Tk.KIR2DL4"	"CD8.c03.Tm.RPS12"	"CD8.c04.Tm.CD52"	"CD8.c10.Trm.ZNF683"	"CD8.c17.Tm.NME1"	"CD8.c15.ISG.IFIT1"	"CD8.c08.Tk.TYROBP"	"CD8.c11.Tex.PDCD1"	"CD8.c14.Tex.TCF7"	"CD8.c12.Tex.CXCL13"
"GLIPR1"	0.000324178990752439	0.000254613923438414	0.00066550238097182	0.000512368782777712	0.000540077805200541	0.000286818220651285	0.000229862924872939	0.000448414485017893	0.000410984499347713	0.000661112714424089	0.000423923805968774	0.000327971312842099	0.000357171689245305	0.000218079148870431	0.000219117825680993	0.000442409968732855
"KRR1"	8.9992851525588e-05	8.71812806762001e-05	8.51253307002103e-05	9.61999630502218e-05	9.70534337469723e-05	0.000100366467631205	9.99460542925822e-05	8.293411709235e-05	6.25495977268259e-05	8.81138404328037e-05	8.29496576895427e-05	0.000105914173938595	8.03713800801936e-05	0.000133274479865264	0.000161959262459865	0.000129780657494971
"PHLDA1"	0.000175361197844736	7.54875722928074e-05	0.000344951077048221	0.000367102307967173	0.000250353930535668	0.000147903741772302	0.000134923673294986	0.000439200694229854	0.0001179418128563	0.000380281723044528	0.000340984148279231	0.000133244283342103	0.000187519886853785	0.000133274479865264	0.000276276388902122	0.000401119304984455
"NAP1L1"	0.000348405143086251	0.000224316588081442	0.00035888809026229	0.000482922875721522	0.00040224800074832	0.000345975717360206	0.000249850135731456	0.000316350150389335	0.000323429062530157	0.000354692739977647	0.000294906560673929	0.000379215267973678	0.000285739351396244	0.000284711388803063	0.000600174913821851	0.000353929974986284
"BBS10"	1.1636263016101e-06	1.07306439849025e-06	1.00550094386211e-06	3.93612094082538e-06	2.82285315208615e-06	5.38191934901077e-07	5.00680271462911e-06	3.08126359601296e-06	3.58369129867577e-06	6.57822356123556e-07	1e-08	1e-08	1e-08	1e-08	9.53642720352144e-06	1e-08
"OSBPL8"	0.000294184706910576	0.000226442716878422	0.000233952721807595	0.000298395191502729	0.000230663958471064	0.000241393714249792	0.000254846938446085	0.0001658582341847	0.000225152551816573	0.000246182495326951	0.000119811727773784	0.000252813511982452	8.03713800801936e-05	0.000266538959730527	0.0002667499616986	0.000306740644988113
"ZDHHC17"	2.07752734289818e-05	1.54244337781086e-05	2.09155198211043e-05	3.33820279970158e-05	2.25128252166892e-05	2.37786370705485e-05	1.99972108585165e-05	2.45801087681037e-05	3.93206042854335e-05	2.52750718888187e-05	1e-08	3.07563730789468e-05	4.46552111556631e-05	1.2124952715024e-05	9.53642720352144e-06	2.9503331248857e-05
"CSRP2"	1e-08	1e-08	3.49425330351738e-06	1.97306047041269e-06	1.41642657604308e-06	1e-08	1e-08	9.22379078803889e-06	1e-08	1.30564471224711e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"E2F7"	1.1636263016101e-06	1.07306439849025e-06	1e-08	1e-08	1e-08	1.06638386980215e-06	1e-08	1e-08	1.79684564933788e-06	3.33911178061778e-07	1e-08	1e-08	1e-08	6.06747635751198e-06	1e-08	1e-08
"PAWR"	1e-08	5.41532199245123e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"PPP1R12A"	0.000263036796767103	0.000216343605092765	0.000195128184996973	0.000194352986570856	0.000184251881461643	0.000193856440108695	0.000174898095012019	0.000172000761376726	0.000298413223439427	0.000198243640973808	0.000165889315379085	0.000314306258140345	0.000125016591235857	0.000169619338010335	0.000219117825680993	0.000283145979989027
"LIN7A"	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	3.58369129867577e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"ACSS3"	1.1636263016101e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	3.33911178061778e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"CCDC59"	0.000137291529891602	0.000102064182255064	0.000178702419423248	0.000141350353869714	0.000163155482820997	0.000153713853056214	0.000119933265151099	0.000104432962264441	0.000155465571492396	0.000160669944318642	8.29496576895427e-05	0.000129828019666664	8.93004223113262e-05	0.000181734290725359	0.000190538544070429	0.00017107132124337
"METTL25"	1.26998893177111e-05	1.22352405826378e-05	9.46725896669003e-06	1.57144837633015e-05	4.22927972812923e-06	5.82011128391185e-06	1e-08	1.84375815760778e-05	1.6091610844041e-05	1.06990688760387e-05	1e-08	3.42626367543854e-06	8.93904223113262e-06	3.63548581450719e-05	9.53642720352144e-06	1.77059987493142e-05
"TMTC2"	8.08538411127072e-06	2.13612879698049e-06	5.07750471931054e-07	3.93612094082538e-06	7.04213288021538e-06	5.82011128391185e-06	1e-08	1.22950543840518e-05	5.37053694801365e-06	2.27737824643245e-06	1e-08	1.36750547017541e-05	8.93904223113262e-06	6.06747635751198e-06	1e-08	1e-08
"C12orf29"	3.57724153499132e-05	3.08388675562171e-05	4.43097920018638e-05	4.12342698786665e-05	3.93899441292061e-05	4.22653547920862e-05	1.00036054292582e-05	4.60789539401944e-05	3.57469129867577e-05	4.63292984628343e-05	6.45186226474221e-05	4.10051641052624e-05	1.78680844622652e-05	1.81824290725359e-05	5.71685632211287e-05	2.36046649990856e-05
"CEP290"	4.73086783660142e-05	3.19019319547074e-05	3.28615311474496e-05	4.12342698786665e-05	2.81385315208615e-05	3.434247576857e-05	1.99972108585165e-05	3.37938995561426e-05	6.61232890255017e-05	3.82315190112898e-05	2.76565525631809e-05	6.49190098333322e-05	1.78680844622652e-05	5.45272872176078e-05	4.76421360176072e-05	5.30979962479426e-05
"TMTC3"	2.42361523338122e-05	5.85685419169635e-06	6.97850660703476e-06	1.37514232928888e-05	7.04213288021538e-06	4.7637274141097e-06	5.00680271462911e-06	1.53663179800648e-05	1.96653021427167e-05	9.07951298572979e-06	1e-08	6.84252735087707e-06	3.57261689245305e-05	1e-08	1.90628544070429e-05	1.77059987493142e-05
"KITLG"	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1.79684564933788e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"DUSP6"	6.92275780966062e-05	2.07397557705598e-05	3.93322872825533e-05	4.51603908194919e-05	2.11063986406461e-05	5.28291934901078e-05	1.50004081438873e-05	0.000150501916204635	0.000100073356362922	4.11467196138458e-05	1.84410350421206e-05	4.4421427780701e-05	4.46552111556631e-05	6.66422399326318e-05	9.53642720352144e-06	0.000117983324995428
"POC1B"	3.11579101434728e-05	3.61541895486683e-05	2.53952740684838e-05	4.90865117603173e-05	2.11063986406461e-05	2.37786370705485e-05	3.49876190024038e-05	4.30076903441815e-05	4.6467986882785e-05	3.30489401623014e-05	4.60875876053015e-05	1.36750547017541e-05	2.67971266933979e-05	2.42399054300479e-05	3.81157088140858e-05	2.36046649990856e-05
"POC1B-GALNT4"	1.38535156193212e-05	1.01091117856573e-05	9.96500943862109e-06	9.82530235206345e-06	1.12614126083446e-05	8.46107095841724e-06	1e-08	1.22950543840518e-05	1.43047651947031e-05	8.10777945154445e-06	9.22551752106029e-06	6.84252735087707e-06	1e-08	1e-08	1.90628544070429e-05	5.9086662497714e-06
"GALNT4"	2.3172526032202e-06	1.07306439849025e-06	2.99650283158633e-06	7.86224188165076e-06	2.82285315208615e-06	1e-08	1e-08	6.15252719202592e-06	8.94422824668942e-06	2.27737824643245e-06	1e-08	3.42626367543854e-06	1e-08	1e-08	1e-08	1e-08
"ATP2B1"	0.000430312610500568	0.000251956262442188	0.000301149035518288	0.000392622094082538	0.000333333098522209	0.000299494827088911	0.000254846938446085	0.000159715706992674	0.00012687604110299	0.000321977710993408	0.000451570358531954	0.000266478566684206	0.000214307013547183	0.000272596436088039	0.000381067088140858	0.000176969987493142
"LUM"	1e-08	5.41532199245123e-07	1.00550094386211e-06	1.97306047041269e-06	1e-08	5.38191934901077e-07	1e-08	1e-08	1e-08	3.33911178061778e-07	1e-08	1e-08	1e-08	6.06747635751198e-06	1e-08	1e-08
"DCN"	1.1636263016101e-06	5.41532199245123e-07	5.07750471931054e-07	1e-08	1e-08	2.65095967450539e-06	1e-08	3.08126359601296e-06	1.79684564933788e-06	9.81733534185335e-07	9.22551752106029e-06	1e-08	1e-08	1e-08	1e-08	5.9086662497714e-06
"BTG1"	0.00661490321343233	0.00381641119057998	0.00923925425998423	0.00775213579765972	0.00776348469975778	0.00723307035653535	0.00632096543400583	0.00845212741622767	0.00347363794231285	0.00868989908504138	0.00472757048830393	0.0077036845881139	0.00625033956179284	0.00711754472007658	0.006887616868146	0.00916063868589498
"EEA1"	7.73029622078769e-05	4.94424945297964e-05	6.4219810879106e-05	9.03107816389838e-05	4.78285035854646e-05	6.55057999277336e-05	3.49876190024038e-05	5.83640083242463e-05	5.71890607788123e-05	6.77074362149116e-05	8.29496576895427e-05	7.85840645350863e-05	0.000116087549004724	4.24123345025839e-05	0.000114327126442257	7.66926612470281e-05
"NUDT4"	0.000211123613194649	9.19650704694062e-05	0.000191146181221525	0.000159017898103428	0.000180032601733514	0.000213927733634936	9.99460542925822e-05	0.000175072024972739	0.000101860202012259	0.000173302480263051	0.000147458280336965	0.000153741865394734	0.000250023182471713	0.000169619338010335	0.000123853553645779	0.000135679323744742
"UBE2N"	0.000177668450447956	0.000190830059528999	0.000186168676502214	0.000229688075038285	0.000195503294069988	0.00019121548043419	0.000219869319443681	0.000147430652608622	0.0001179418128563	0.000218326134013638	0.000165889315379085	0.000150325601719296	0.000267881266933979	0.000175676814367847	0.000209591398477472	0.000165172654993599
"SOCS2"	6.93175780966062e-06	2.92442709584817e-05	1.19560113263453e-05	2.94559070561904e-05	8.44855945625846e-06	6.34830321881293e-06	1.99972108585165e-05	6.15252719202592e-06	1.6091610844041e-05	1.55577365469654e-05	9.22551752106029e-06	2.39238457280698e-05	1e-08	6.06747635751198e-06	9.53642720352144e-06	2.36046649990856e-05
"CRADD"	1.61607682225414e-05	1.7550562575089e-05	1.64357655737248e-05	1.96406047041269e-05	1.26678391843877e-05	1.3742990307428e-05	1.00036054292582e-05	3.68651631521556e-05	1.78784564933788e-05	1.32903583005329e-05	1.84410350421206e-05	6.84252735087707e-06	1.78680844622652e-05	1.2124952715024e-05	4.76421360176072e-05	1.77059987493142e-05
"PLXNC1"	3.11579101434728e-05	1.22352405826378e-05	1.7929016989518e-05	5.30126327011427e-05	1.68871189125169e-05	2.11376773960431e-05	2.49940135731456e-05	2.15088451720907e-05	3.21732216880819e-05	2.0416404217892e-05	1e-08	2.73401094035083e-05	1.78680844622652e-05	3.02973817875599e-05	9.53642720352144e-06	5.9086662497714e-06
"CEP83"	2.76970312386425e-05	1.96766913720695e-05	3.48525330351738e-05	2.16036651745396e-05	3.37642378250338e-05	2.53632128752517e-05	1.50004081438873e-05	2.76513723641167e-05	3.75337586360956e-05	3.07815619158689e-05	1.84410350421206e-05	2.05075820526312e-05	3.57261689245305e-05	3.02973817875599e-05	2.85892816105643e-05	4.13006637483998e-05
"TMCC3"	9.23901041288082e-06	3.4559592950933e-05	1.89245179333801e-05	9.82530235206345e-06	1.41642657604308e-06	6.87649515371401e-06	1.50004081438873e-05	1.53663179800648e-05	1e-08	2.75424501352511e-05	9.22551752106029e-06	6.84252735087707e-06	8.93904223113262e-06	1e-08	1e-08	3.54019974986284e-05
"NDUFA12"	0.000132677024685162	0.000188703930732019	0.000112501606656418	0.000121719749165587	0.000111117699507403	0.000102479235370809	0.000144917278724244	0.000129003071032544	0.00012687604110299	0.000132165760649205	0.000110596210252724	0.000157158129070173	0.000107158506773591	0.000187791767082871	0.000161959262459865	0.000141577989994513
"NR2C1"	2.30825260322021e-05	1.7550562575089e-05	2.34042721807596e-05	2.16036651745396e-05	1.68871189125169e-05	2.11376773960431e-05	5.00680271462911e-06	3.07226359601296e-05	4.28942955841092e-05	2.17120489301391e-05	9.22551752106029e-06	1.70913183771927e-05	8.93904223113262e-06	2.42399054300479e-05	5.71685632211287e-05	1.18073324995428e-05
"FGD6"	6.93175780966062e-06	2.66766099622561e-06	2.00100188772422e-06	3.93612094082538e-06	4.22927972812923e-06	5.29191934901077e-06	1e-08	3.08126359601296e-06	8.94422824668942e-06	2.925200602556e-06	1e-08	1.36750547017541e-05	1e-08	1e-08	9.53642720352144e-06	1e-08
"VEZT"	6.57666991917758e-05	3.66857217479135e-05	4.43097920018638e-05	4.51603908194919e-05	6.75184756500677e-05	4.38499305967894e-05	4.99780271462911e-05	2.15088451720907e-05	6.43364433761638e-05	4.79488543531432e-05	5.53031051263618e-05	4.78376914561395e-05	4.46552111556631e-05	4.24123345025839e-05	8.5747844831693e-05	5.30979962479426e-05
"METAP2"	0.000138445156193212	0.000118010148232417	0.000153814895826696	0.00010208914446146	0.000111117699507403	0.00012730425631116	0.000159907686868132	0.000116718016648493	0.000121515504154976	0.000152248253689036	0.000110596210252724	0.000129828019666664	0.000187519886853785	0.00012115952715024	8.5747844831693e-05	0.00017107132124337
"USP44"	1.1636263016101e-06	2.13612879698049e-06	2.49875235965527e-06	3.93612094082538e-06	7.04213288021538e-06	3.70734354430754e-06	1e-08	1e-08	3.58369129867577e-06	3.89693413674134e-06	9.22551752106029e-06	6.84252735087707e-06	1e-08	6.06747635751198e-06	1e-08	1e-08
"NTN4"	1e-08	2.6055077763011e-05	1e-08	2.94559070561904e-05	1e-08	1.06638386980215e-06	1e-08	1e-08	1e-08	9.81733534185335e-07	1e-08	3.42626367543854e-06	1e-08	1e-08	1e-08	1e-08
"SNRPF"	0.000181129329352786	0.000163190385168253	0.000161281152905662	0.000196316047041269	0.000198316147222074	0.000169031419168345	0.000194885305870535	0.000181214552164765	0.000146531343245707	0.000195652351549314	0.000138242762815904	0.000204985820526312	0.000160732760160387	0.00012115952715024	0.000152432835256343	0.000235956649990856
"CCDC38"	2.3172526032202e-06	1e-08	1.00550094386211e-06	1e-08	1.41642657604308e-06	1e-08	1e-08	1e-08	1.79684564933788e-06	6.57822356123556e-07	1e-08	3.42626367543854e-06	1e-08	1e-08	1e-08	1.18073324995428e-05
"AMDHD1"	1e-08	2.66766099622561e-06	5.07750471931054e-07	1e-08	5.6357063041723e-06	5.38191934901077e-07	1e-08	1e-08	1.79684564933788e-06	9.81733534185335e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1.18073324995428e-05
"HAL"	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	3.08126359601296e-06	1e-08	3.33911178061778e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"LTA4H"	5.76913150805051e-05	4.51902369358354e-05	6.57130622948992e-05	8.04954792869203e-05	6.89249022261107e-05	5.81111128391185e-05	5.99716325755493e-05	7.67915899003241e-05	6.43364433761638e-05	6.12292126536761e-05	3.68720700842412e-05	4.10051641052624e-05	8.03713800801936e-05	1.2124952715024e-05	3.81157088140858e-05	2.9503331248857e-05
"ELK3"	4.15405468579637e-05	3.82803183456488e-05	4.23187901141396e-05	0.000107978325872698	5.6267063041723e-05	3.90962031826797e-05	2.49940135731456e-05	3.68651631521556e-05	3.75337586360956e-05	3.53163184087338e-05	1.84410350421206e-05	3.41726367543854e-05	1.78680844622652e-05	4.84698108600958e-05	7.62214176281715e-05	2.36046649990856e-05
"CDK17"	0.000429158984198958	0.000241325618457286	0.000435541662939672	0.000371028428907999	0.00038396445525976	0.000448973144665916	0.000289824557448489	0.000436129430633841	0.000201923558375181	0.000378014344798095	0.000184320350421206	0.000403129113701747	0.000491107322712294	0.000357401105093207	0.000371540660937336	0.000365727307485827
"CFAP54"	4.62450520644041e-06	1.07306439849025e-06	6.97850660703476e-06	3.93612094082538e-06	2.82285315208615e-06	6.34830321881293e-06	1e-08	1e-08	8.94422824668942e-06	5.51649002705023e-06	1e-08	3.42626367543854e-06	8.93904223113262e-06	1.2124952715024e-05	1e-08	1.77059987493142e-05
"NEDD1"	4.84623046676243e-05	3.77487861464037e-05	4.72962948334502e-05	2.74928465857777e-05	4.36092238573354e-05	3.59270515732733e-05	4.4981224431662e-05	3.37938995561426e-05	4.6467986882785e-05	4.73010319970196e-05	1.84410350421206e-05	6.83352735087707e-05	2.67971266933979e-05	5.45272872176078e-05	4.76421360176072e-05	6.48953287474854e-05
"TMPO"	8.30710937159274e-05	6.48569283079049e-05	6.77040641826234e-05	5.89018141123807e-05	9.84598603230153e-05	6.39212241230304e-05	3.99844217170329e-05	8.90766442843759e-05	0.000132236578051003	7.22421927077765e-05	6.45186226474221e-05	0.00011616296496491	8.93004223113262e-05	7.26997162901438e-05	7.62214176281715e-05	2.36046649990856e-05
"SLC25A3"	0.000727948196315975	0.000571938646387752	0.000830257787180999	0.000736157676404759	0.000988727882958282	0.00087258307645658	0.000849466461486949	0.000644975355162722	0.000407410808049038	0.000762496913157426	0.000893915199542849	0.000597856143201744	0.00102684985658025	0.000708734733828902	0.00085738844831693	0.000566281959978054
"IKBIP"	5.19231835724546e-05	6.16677351124342e-05	5.72513042720712e-05	5.89018141123807e-05	5.06413567375507e-05	5.12446176854045e-05	2.49940135731456e-05	6.75777991122852e-05	6.96969803241775e-05	5.60466338046876e-05	9.22551752106029e-06	1.70913183771927e-05	5.35842533867957e-05	3.02973817875599e-05	7.62214176281715e-05	5.30979962479426e-05
"APAF1"	2.42361523338122e-05	2.28658845675403e-05	1.19560113263453e-05	1.76775442337142e-05	1.68871189125169e-05	2.00812935262409e-05	2.49940135731456e-05	1.84375815760778e-05	4.28942955841092e-05	1.91207595056449e-05	9.22551752106029e-06	3.41726367543854e-05	1.78680844622652e-05	3.02973817875599e-05	5.71685632211287e-05	2.36046649990856e-05
"ANKS1B"	2.3172526032202e-06	5.41532199245123e-07	1e-08	1e-08	1e-08	1.06638386980215e-06	1e-08	1e-08	3.58369129867577e-06	6.57822356123556e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"UHRF1BP1L"	6.46130728901657e-05	4.04064471426293e-05	4.38120415299328e-05	7.26432374052696e-05	4.36092238573354e-05	5.12446176854045e-05	3.99844217170329e-05	5.52927447282333e-05	4.6467986882785e-05	4.37380090383401e-05	9.22551752106029e-06	4.4421427780701e-05	6.25132956179284e-05	4.84698108600958e-05	3.81157088140858e-05	3.54019974986284e-05
"ACTR6"	4.73086783660142e-05	3.88118505448939e-05	4.53052929457259e-05	4.51603908194919e-05	4.92349301615077e-05	4.22653547920862e-05	2.99908162877747e-05	4.91502175362074e-05	5.18285238307986e-05	4.69771208189578e-05	1.84410350421206e-05	4.10051641052624e-05	4.46552111556631e-05	1.81824290725359e-05	1.90628544070429e-05	4.71993299981712e-05
"DEPDC4"	1e-08	1e-08	1e-08	1.97306047041269e-06	1e-08	1e-08	5.00680271462911e-06	1e-08	1e-08	3.33911178061778e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"SCYL2"	5.30768098740647e-05	5.26316877252671e-05	5.72513042720712e-05	6.67540559940315e-05	4.64220770094215e-05	5.33573854250088e-05	5.99716325755493e-05	3.07226359601296e-05	4.6467986882785e-05	4.73010319970196e-05	9.22551752106029e-06	7.17515371842093e-05	6.25132956179284e-05	6.05847635751198e-05	4.76421360176072e-05	5.30979962479426e-05
"SLC17A8"	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	3.33911178061778e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"GAS2L3"	1.1636263016101e-06	5.41532199245123e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"UTP20"	1.38535156193212e-05	1.17037083833927e-05	1.94222684053111e-05	1.17883628224761e-05	2.53256783687754e-05	2.64195967450539e-05	1.50004081438873e-05	2.15088451720907e-05	2.50258390907304e-05	2.00924930398302e-05	9.22551752106029e-06	3.75889004298239e-05	1.78680844622652e-05	2.42399054300479e-05	9.53642720352144e-06	1.18073324995428e-05
"ARL1"	3.80796679531334e-05	3.24334641539525e-05	3.83367863386912e-05	3.33820279970158e-05	3.09513846729477e-05	3.434247576857e-05	4.4981224431662e-05	4.60789539401944e-05	5.18285238307986e-05	4.85966767092667e-05	8.29496576895427e-05	3.07563730789468e-05	8.93904223113262e-06	3.63548581450719e-05	5.71685632211287e-05	7.07939949972567e-05
"MYBPC1"	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	3.33911178061778e-07	9.22551752106029e-06	1e-08	1e-08	1e-08	1e-08	1e-08
"CHPT1"	2.53897786354223e-05	2.23343523682951e-05	3.03727787877943e-05	1.37514232928888e-05	3.79835175531631e-05	3.96243951175808e-05	3.99844217170329e-05	3.68651631521556e-05	2.85995303894062e-05	2.88380948474983e-05	2.76565525631809e-05	1.02587910263156e-05	2.67971266933979e-05	3.02973817875599e-05	2.85892816105643e-05	2.36046649990856e-05
"SYCP3"	2.3172526032202e-06	5.41532199245123e-07	1e-08	1e-08	4.22927972812923e-06	5.38191934901077e-07	5.00680271462911e-06	1e-08	1e-08	6.57822356123556e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"GNPTAB"	0.000126908893177111	0.0001743525613524	9.35870887230382e-05	9.22738421093965e-05	5.90799161938092e-05	8.29361337794692e-05	0.000154910884153502	6.75777991122852e-05	0.000176907719284451	0.000107224599938449	0.000156673797858025	7.85840645350863e-05	6.25132956179284e-05	8.48146690051677e-05	7.62214176281715e-05	0.000200564652492227
"DRAM1"	1.26998893177111e-05	1.11721761841476e-05	4.98750471931054e-06	9.82530235206345e-06	7.04213288021538e-06	1.16302225678237e-05	1.99972108585165e-05	3.08126359601296e-06	7.15738259735154e-06	9.40342416379157e-06	1e-08	6.84252735087707e-06	3.57261689245305e-05	1.81824290725359e-05	9.53642720352144e-06	5.9086662497714e-06
"CCDC53"	3.80796679531334e-05	3.88118505448939e-05	4.18210396422086e-05	2.5529786115365e-05	4.07963707052492e-05	3.96243951175808e-05	2.49940135731456e-05	7.67915899003241e-05	8.57785911682184e-05	4.85966767092667e-05	5.53031051263618e-05	3.41726367543854e-05	5.35842533867957e-05	5.45272872176078e-05	6.66949904246501e-05	7.07939949972567e-05
"NUP37"	5.77813150805051e-06	9.04604738716708e-06	5.4852551912416e-06	7.86224188165076e-06	1.12614126083446e-05	1.11020306329226e-05	1e-08	1.53663179800648e-05	7.15738259735154e-06	9.07951298572979e-06	1e-08	1.36750547017541e-05	1e-08	1.2124952715024e-05	1e-08	1e-08
"PARPBP"	2.3172526032202e-06	2.13612879698049e-06	2.49875235965527e-06	1.97306047041269e-06	2.82285315208615e-06	1.06638386980215e-06	1e-08	6.15252719202592e-06	7.15738259735154e-06	1.30564471224711e-06	1e-08	1.02587910263156e-05	8.93904223113262e-06	6.06747635751198e-06	9.53642720352144e-06	1.18073324995428e-05
"PMCH"	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	3.33911178061778e-07	1e-08	1e-08	1e-08	1e-08	2.85892816105643e-05	1e-08
"IGF1"	1.1636263016101e-06	1e-08	3.49425330351738e-06	1.97306047041269e-06	1.41642657604308e-06	1e-08	1e-08	6.15252719202592e-06	5.37053694801365e-06	3.57302295867956e-06	1e-08	1e-08	1e-08	1e-08	9.53642720352144e-06	1e-08
"PAH"	1e-08	5.41532199245123e-07	5.07750471931054e-07	1e-08	1e-08	1.59457580470323e-06	1e-08	1e-08	3.58369129867577e-06	6.57822356123556e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"C12orf42"	4.62450520644041e-06	4.26225759396098e-06	2.00100188772422e-06	1.97306047041269e-06	4.22927972812923e-06	5.82011128391185e-06	1e-08	1.22950543840518e-05	3.58369129867577e-06	1.62955589030889e-06	1e-08	1e-08	1e-08	1.2124952715024e-05	1e-08	1e-08
"NT5DC3"	3.47087890483031e-06	4.26225759396098e-06	4.48975424737949e-06	7.86224188165076e-06	1.41642657604308e-06	6.34830321881293e-06	5.00680271462911e-06	1e-08	1.79684564933788e-06	5.51649002705023e-06	1e-08	3.42626367543854e-06	1e-08	1e-08	1e-08	1e-08
"HSP90B1"	0.000477611288866582	0.000586821547966615	0.000554006275259263	0.000610521806298347	0.000513355700255723	0.000480136468825079	0.000749530407194367	0.000506768493342139	0.000643274433761638	0.000593091367031116	0.000562156568784678	0.000368966476947362	0.000633971998410416	0.000430090821383351	0.000457278505769029	0.000530889962479426
"C12orf73"	1.03926367144909e-05	8.51451518792196e-06	8.96950849475898e-06	7.86224188165076e-06	4.22927972812923e-06	1.16302225678237e-05	5.00680271462911e-06	6.15252719202592e-06	1.96653021427167e-05	6.48822356123556e-06	9.22551752106029e-06	1e-08	8.93904223113262e-06	1e-08	9.53642720352144e-06	1.77059987493142e-05
"TDG"	8.07638411127072e-05	8.2397490882994e-05	8.81118335317966e-05	0.000129571991047238	8.15827414104984e-05	9.66691240868972e-05	8.9952448863324e-05	7.06490627082981e-05	9.64996650642458e-05	9.03812186792361e-05	4.60875876053015e-05	8.54165918859634e-05	8.93004223113262e-05	9.08721453626797e-05	7.62214176281715e-05	9.43886599963423e-05
"GLT8D2"	1e-08	1e-08	5.07750471931054e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"HCFC2"	1.1546263016101e-05	1.27667727818829e-05	9.96500943862109e-06	2.94559070561904e-05	1.54806923364738e-05	1.00456467631205e-05	1.00036054292582e-05	1.22950543840518e-05	7.15738259735154e-06	1.13468912321622e-05	9.22551752106029e-06	6.84252735087707e-06	1e-08	3.02973817875599e-05	1.90628544070429e-05	2.9503331248857e-05
"NFYB"	1.50071419209313e-05	2.33974167667854e-05	2.04177693491732e-05	2.5529786115365e-05	2.81385315208615e-05	2.11376773960431e-05	1.99972108585165e-05	1.22950543840518e-05	4.28942955841092e-05	1.84729371495214e-05	9.22551752106029e-06	2.73401094035083e-05	3.57261689245305e-05	1.2124952715024e-05	9.53642720352144e-06	2.36046649990856e-05
"TXNRD1"	7.96102148110971e-05	5.47578165222476e-05	8.16410773966929e-05	6.87171164644442e-05	7.4550608530283e-05	6.86749515371401e-05	6.99652380048076e-05	5.83640083242463e-05	5.36153694801365e-05	6.93269921052205e-05	5.53031051263618e-05	6.83352735087707e-05	8.93004223113262e-05	5.45272872176078e-05	8.5747844831693e-05	5.8996662497714e-05
"EID3"	1.26998893177111e-05	9.57757958641221e-06	1.09605103824832e-05	2.16036651745396e-05	1.96999720646031e-05	1.69121419168345e-05	2.99908162877747e-05	2.45801087681037e-05	1.25179195453652e-05	1.29664471224711e-05	9.22551752106029e-06	1.36750547017541e-05	8.93904223113262e-06	1e-08	9.53642720352144e-06	5.9086662497714e-06
"CHST11"	0.000139598782494822	8.08028942852586e-05	7.81568240931755e-05	0.000104052204931873	6.47056224979815e-05	0.000105648386980215	7.99588434340658e-05	8.6005380688363e-05	0.000146531343245707	9.36203304598539e-05	0.000101380692731663	0.00014007681069298	0.000125016591235857	0.000139331956222776	0.000152432835256343	0.000165172654993599
"SLC41A2"	1e-08	1.60459659773537e-06	4.48975424737949e-06	1.97306047041269e-06	1e-08	6.34830321881293e-06	1e-08	1e-08	3.58369129867577e-06	2.27737824643245e-06	1e-08	3.42626367543854e-06	1e-08	6.06747635751198e-06	1e-08	5.9086662497714e-06
