"CD8.c06.Tem.GZMK"	"CD8.c07.Temra.CX3CR1"	"CD8.c02.Tm.IL7R"	"CD8.c16.MAIT.SLC4A10"	"CD8.c01.Tn.MAL"	"CD8.c05.Tem.CXCR5"	"CD8.c09.Tk.KIR2DL4"	"CD8.c03.Tm.RPS12"	"CD8.c04.Tm.CD52"	"CD8.c10.Trm.ZNF683"	"CD8.c17.Tm.NME1"	"CD8.c15.ISG.IFIT1"	"CD8.c08.Tk.TYROBP"	"CD8.c11.Tex.PDCD1"	"CD8.c14.Tex.TCF7"	"CD8.c12.Tex.CXCL13"
"STK39"	5.07695572708445e-05	2.49920133645208e-05	2.04177693491732e-05	1.17883628224761e-05	2.11063986406461e-05	3.01169402893614e-05	2.99908162877747e-05	1.53663179800648e-05	1.43047651947031e-05	1.84729371495214e-05	1e-08	4.78376914561395e-05	7.1442337849061e-05	1.81824290725359e-05	2.85892816105643e-05	2.36046649990856e-05
"CERS6"	5.77813150805051e-06	2.13612879698049e-06	2.99650283158633e-06	1.37514232928888e-05	8.44855945625846e-06	3.70734354430754e-06	5.00680271462911e-06	1e-08	1.79684564933788e-06	1.95346706837067e-06	9.22551752106029e-06	3.42626367543854e-06	8.93904223113262e-06	6.06747635751198e-06	3.81157088140858e-05	5.9086662497714e-06
"NOSTRIN"	1e-08	5.41532199245123e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"SPC25"	1e-08	1.60459659773537e-06	5.07750471931054e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1.79684564933788e-06	6.57822356123556e-07	1e-08	3.42626367543854e-06	1e-08	1e-08	1e-08	1e-08
"DHRS9"	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1.79684564933788e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"LRP2"	1.1636263016101e-06	1e-08	1e-08	1e-08	1e-08	5.38191934901077e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"BBS5"	1e-08	1.07306439849025e-06	1.00550094386211e-06	1.97306047041269e-06	1.41642657604308e-06	5.38191934901077e-07	1e-08	1e-08	1.79684564933788e-06	6.57822356123556e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"FASTKD1"	3.69260416515233e-05	2.23343523682951e-05	3.38570320913117e-05	1.76775442337142e-05	3.37642378250338e-05	4.27935467269873e-05	1.99972108585165e-05	5.52927447282333e-05	2.14521477920546e-05	2.3331604820448e-05	9.22551752106029e-06	3.41726367543854e-05	8.93904223113262e-06	2.42399054300479e-05	9.53642720352144e-06	2.9503331248857e-05
"PPIG"	0.000302260091021847	0.000162658852969007	0.000244903232190079	0.000282690707739427	0.000260198916567969	0.00025988043197133	0.000219869319443681	0.000251853614873063	0.000284118458244724	0.000264645432476473	0.000239613455547568	0.000283559885061399	0.000142874675698122	0.000254424007015503	0.000362014233733815	0.000241855316240627
"CCDC173"	2.76970312386425e-05	1.17037083833927e-05	3.6843534922898e-05	2.74928465857777e-05	1.68871189125169e-05	2.43068290054496e-05	5.00680271462911e-06	1.22950543840518e-05	7.15738259735154e-06	2.81902724913747e-05	2.76565525631809e-05	3.42626367543854e-06	3.57261689245305e-05	1.81824290725359e-05	9.53642720352144e-06	1.77059987493142e-05
"PHOSPHO2"	9.23901041288082e-06	8.51451518792196e-06	1.89245179333801e-05	7.86224188165076e-06	1.40742657604308e-05	1.16302225678237e-05	1.00036054292582e-05	3.37938995561426e-05	2.14521477920546e-05	1.39381806566565e-05	1e-08	1e-08	1e-08	6.06747635751198e-06	9.53642720352144e-06	2.36046649990856e-05
"KLHL23"	1e-08	2.13612879698049e-06	2.99650283158633e-06	5.89918141123807e-06	1.41642657604308e-06	1.59457580470323e-06	5.00680271462911e-06	1e-08	5.37053694801365e-06	5.84040120511201e-06	1e-08	3.42626367543854e-06	1e-08	1e-08	1e-08	2.36046649990856e-05
"SSB"	0.000177668450447956	0.000180730947743342	0.000205580944907525	0.000194352986570856	0.000170187615701212	0.000202307511067113	0.000219869319443681	0.000190428342952804	0.000182268256232464	0.000205693598069229	0.000138242762815904	0.000239148457280698	0.000125016591235857	0.000157504385295311	0.000142906408052822	0.000194665986242456
"METTL5"	4.5001425762794e-05	4.04064471426293e-05	4.08255386983464e-05	4.51603908194919e-05	4.50156504333784e-05	3.64552435081743e-05	3.49876190024038e-05	4.60789539401944e-05	8.57785911682184e-05	5.47509890924405e-05	6.45186226474221e-05	4.10051641052624e-05	2.67971266933979e-05	6.66422399326318e-05	3.81157088140858e-05	7.07939949972567e-05
"UBR3"	3.00042838418627e-05	1.86136269735793e-05	2.24087712368974e-05	3.53450884674284e-05	2.67321049448184e-05	2.69477886799549e-05	2.49940135731456e-05	2.15088451720907e-05	3.0386376038744e-05	2.85141836694365e-05	2.76565525631809e-05	1.70913183771927e-05	8.93904223113262e-06	1.2124952715024e-05	1.90628544070429e-05	1.77059987493142e-05
"MYO3B"	1e-08	6.91991859018659e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1.79684564933788e-06	1e-08	1e-08	3.42626367543854e-06	1e-08	1e-08	1e-08	1e-08
"GAD1"	2.3172526032202e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"GORASP2"	0.000124601640573891	9.14335382701611e-05	0.000121958865623108	0.000106015265402285	0.000129401244995963	0.000109345730524523	7.49620407194367e-05	9.52191714764018e-05	8.93522824668942e-05	0.000128602737690526	9.2165175210603e-05	7.51678008596478e-05	0.000151803717929255	0.000133274479865264	9.52742720352144e-05	9.43886599963423e-05
"TLK1"	0.000101529114541689	6.9640718101111e-05	0.000120465614207315	0.000145276474810539	0.000102679140051145	0.00011251488213393	9.49492515779531e-05	0.000132074334628557	0.000128662886752328	0.000115322379389993	9.2165175210603e-05	0.00011616296496491	9.82294645424588e-05	0.000127217003507752	0.000161959262459865	0.00017107132124337
"METTL8"	1.50071419209313e-05	7.45145078943172e-06	1.24537617982764e-05	2.16036651745396e-05	1.96999720646031e-05	1.26866064376259e-05	2.49940135731456e-05	2.45801087681037e-05	2.85995303894062e-05	1.65294700811507e-05	1.84410350421206e-05	1.70913183771927e-05	1e-08	6.06747635751198e-06	3.81157088140858e-05	1.18073324995428e-05
"DCAF17"	1.26998893177111e-05	1.27667727818829e-05	1.09605103824832e-05	1.57144837633015e-05	1.96999720646031e-05	1.11020306329226e-05	1e-08	6.15252719202592e-06	1.96653021427167e-05	1.06990688760387e-05	9.22551752106029e-06	1.36750547017541e-05	8.93904223113262e-06	6.06747635751198e-06	9.53642720352144e-06	1.77059987493142e-05
"CYBRD1"	1e-08	2.13612879698049e-06	5.07750471931054e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1.79684564933788e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	5.9086662497714e-06
"DYNC1I2"	3.3465162746693e-05	3.61541895486683e-05	3.43547825632427e-05	4.12342698786665e-05	2.53256783687754e-05	3.27578999638668e-05	1.50004081438873e-05	3.68651631521556e-05	6.25495977268259e-05	3.88793413674134e-05	9.22551752106029e-06	3.41726367543854e-05	2.67971266933979e-05	1.2124952715024e-05	4.76421360176072e-05	5.8996662497714e-05
"SLC25A12"	3.69260416515233e-05	2.44604811652756e-05	1.7929016989518e-05	2.5529786115365e-05	2.67321049448184e-05	1.79685257866366e-05	1e-08	2.15088451720907e-05	5.18285238307986e-05	2.13881377520774e-05	2.76565525631809e-05	6.84252735087707e-06	2.67971266933979e-05	1.2124952715024e-05	1e-08	2.36046649990856e-05
"HAT1"	5.99985676837253e-05	6.53884605071501e-05	6.02378071036576e-05	6.87171164644442e-05	8.43955945625846e-05	5.91674967089207e-05	6.99652380048076e-05	7.67915899003241e-05	6.61232890255017e-05	7.58052156664561e-05	5.53031051263618e-05	4.4421427780701e-05	1.78680844622652e-05	4.24123345025839e-05	6.66949904246501e-05	8.25913274967995e-05
"METAP1D"	3.47087890483031e-06	4.7937897932061e-06	9.46725896669003e-06	1e-08	9.85498603230153e-06	5.29191934901077e-06	1e-08	2.76513723641167e-05	7.15738259735154e-06	3.89693413674134e-06	1e-08	1e-08	8.93904223113262e-06	6.06747635751198e-06	1e-08	1.77059987493142e-05
"DLX1"	1e-08	1e-08	5.07750471931054e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"DLX2"	5.77813150805051e-06	9.57757958641221e-06	1.00550094386211e-06	1.97306047041269e-06	1e-08	5.29191934901077e-06	5.00680271462911e-06	3.08126359601296e-06	1.79684564933788e-06	2.60128942449423e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1.77059987493142e-05
"ITGA6"	3.23115364450829e-05	1.22352405826378e-05	3.6345784450967e-05	3.14189675266031e-05	6.61120490740246e-05	3.90962031826797e-05	1.99972108585165e-05	4.60789539401944e-05	6.25495977268259e-05	3.72597854771045e-05	3.68720700842412e-05	3.07563730789468e-05	1.78680844622652e-05	5.45272872176078e-05	4.76421360176072e-05	2.36046649990856e-05
"PDK1"	1.26998893177111e-05	1.06406439849025e-05	1.34492627421385e-05	7.86224188165076e-06	2.25128252166892e-05	1.95531015913399e-05	1.00036054292582e-05	9.22379078803889e-06	1.6091610844041e-05	1.58816477250271e-05	1e-08	3.07563730789468e-05	1e-08	1.81824290725359e-05	1.90628544070429e-05	2.9503331248857e-05
"RAPGEF4"	1e-08	1e-08	1e-08	1e-08	1.41642657604308e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"CDCA7"	1.03926367144909e-05	2.13612879698049e-06	2.00100188772422e-06	1.97306047041269e-06	5.6357063041723e-06	6.87649515371401e-06	1e-08	1e-08	2.32389934413925e-05	1.95346706837067e-06	1e-08	1.36750547017541e-05	1e-08	6.06747635751198e-06	9.53642720352144e-06	1e-08
"SP3"	0.000100375488240079	9.51542636648769e-05	0.000134402627421385	0.00013153505151765	0.000106898419779274	0.000129945215985665	0.000124930067865728	0.000125931807436531	9.47128194149079e-05	0.000125039714731846	0.000147458280336965	0.00016399065642105	0.000116087549004724	0.000127217003507752	9.52742720352144e-05	7.66926612470281e-05
"OLA1"	7.61493359062668e-05	9.14335382701611e-05	8.2636578340555e-05	0.000107978325872698	8.86148742907138e-05	6.33930321881293e-05	5.99716325755493e-05	8.90766442843759e-05	9.82865107135836e-05	8.00160609812592e-05	5.53031051263618e-05	7.51678008596478e-05	7.1442337849061e-05	9.69296217201917e-05	5.71685632211287e-05	9.43886599963423e-05
"CIR1"	0.00011767988276423	8.39920874807294e-05	8.91073344756587e-05	9.61999630502218e-05	6.47056224979815e-05	9.40281644123918e-05	6.49684352901785e-05	0.000116718016648493	0.000119728658505638	8.26073504057534e-05	3.68720700842412e-05	0.000102497910263156	9.82294645424588e-05	0.000139331956222776	0.000104800699238736	8.84899937465709e-05
"SCRN3"	9.23901041288082e-06	1.06406439849025e-05	6.48075613510371e-06	9.82530235206345e-06	1.26678391843877e-05	6.34830321881293e-06	5.00680271462911e-06	1.22950543840518e-05	1.96653021427167e-05	5.84040120511201e-06	1e-08	6.84252735087707e-06	8.93904223113262e-06	6.06747635751198e-06	1e-08	1e-08
"GPR155"	2.76970312386425e-05	1.38298371803732e-05	3.08705292597254e-05	1.96406047041269e-05	2.81385315208615e-05	2.32504451356474e-05	1.00036054292582e-05	4.60789539401944e-05	7.50575172721911e-05	2.88380948474983e-05	1e-08	6.49190098333322e-05	2.67971266933979e-05	1.81824290725359e-05	4.76421360176072e-05	4.13006637483998e-05
"WIPF1"	0.000715258306998264	0.000410352857817235	0.000579889299799678	0.000553593052656379	0.000492259301615077	0.000603733381591932	0.000554655101323831	0.000540552392898282	0.000450295103633147	0.00055195464741727	0.000350199665800291	0.000669597680385953	0.000517894449405692	0.000617872588466222	0.000695439185857065	0.000513193963730112
"CHRNA1"	1.1636263016101e-06	1e-08	2.00100188772422e-06	1e-08	2.82285315208615e-06	2.12276773960431e-06	1e-08	6.15252719202592e-06	1.79684564933788e-06	1.62955589030889e-06	1e-08	3.42626367543854e-06	1e-08	1e-08	9.53642720352144e-06	2.9503331248857e-05
"CHN1"	1.50071419209313e-05	1.07306439849025e-06	9.46725896669003e-06	3.73081489378411e-05	5.90799161938092e-05	1.26866064376259e-05	1e-08	2.15088451720907e-05	5.37053694801365e-06	1.29664471224711e-05	1e-08	1.70913183771927e-05	1e-08	6.06747635751198e-06	8.5747844831693e-05	5.9086662497714e-06
"ATF2"	6.8073951794996e-05	6.27307995109245e-05	5.87445556878644e-05	6.28279350532061e-05	4.64220770094215e-05	6.60339918626347e-05	4.99780271462911e-05	5.83640083242463e-05	7.14838259735154e-05	5.34553443801934e-05	6.45186226474221e-05	8.20003282105249e-05	6.25132956179284e-05	8.48146690051677e-05	5.71685632211287e-05	7.07939949972567e-05
"ATP5G3"	0.000243425149639732	0.000293415773983308	0.000191146181221525	0.000208094409863745	0.000192690440917901	0.000180651641736168	0.000259843741160714	0.000132074334628557	0.000201923558375181	0.000270799744859647	0.000248828973068628	0.000249397248307013	0.000258952224702846	0.000218079148870431	0.000247697107291557	0.000259551314989941
"KIAA1715"	4.61550520644041e-05	3.34965285524427e-05	3.93322872825533e-05	4.90865117603173e-05	2.95449580969046e-05	3.3814283833669e-05	5.00680271462911e-06	6.14352719202593e-05	6.61232890255017e-05	4.01749860796605e-05	2.76565525631809e-05	4.78376914561395e-05	4.46552111556631e-05	2.42399054300479e-05	3.81157088140858e-05	8.25913274967995e-05
"HOXD8"	1e-08	1.60459659773537e-06	1e-08	1e-08	1e-08	1e-08	1e-08	3.08126359601296e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"MTX2"	6.93175780966062e-06	1.64874981765988e-05	1.04627599105521e-05	3.93612094082538e-06	1.12614126083446e-05	1.11020306329226e-05	5.00680271462911e-06	1.22950543840518e-05	4.11074499347713e-05	1.03751576979769e-05	9.22551752106029e-06	1.02587910263156e-05	8.93904223113262e-06	1.2124952715024e-05	1.90628544070429e-05	2.9503331248857e-05
"HNRNPA3"	0.000459153268040821	0.000428424952591569	0.00034445332657629	0.000420104940668316	0.000379745175531631	0.000392984799566402	0.000414744625314216	0.000316350150389335	0.000369887049412942	0.000408461995535902	0.000211966902984387	0.000399712850026309	0.000321455520320774	0.000472493155885934	0.000457278505769029	0.000407017971234226
"NFE2L2"	0.000316103606641168	0.000366235685279889	0.00035888809026229	0.000425994122079554	0.000409280133628535	0.000354426788318623	0.000549658298609202	0.000261067405661102	0.000167973491037761	0.0003423841152113	0.000368630700842412	0.000341636367543854	0.000517894449405692	0.000302883817875599	0.000447752078565508	0.000353929974986284
"AGPS"	3.80796679531334e-05	2.28658845675403e-05	2.7386275956208e-05	1.57144837633015e-05	2.81385315208615e-05	2.7475980614856e-05	2.49940135731456e-05	2.15088451720907e-05	2.68126847400683e-05	2.36555159985098e-05	1.84410350421206e-05	3.41726367543854e-05	1e-08	3.02973817875599e-05	9.53642720352144e-06	2.9503331248857e-05
"TTC30B"	3.47087890483031e-06	5.41532199245123e-07	3.99200377544843e-06	1.97306047041269e-06	1e-08	3.17915160940646e-06	1e-08	3.08126359601296e-06	5.37053694801365e-06	2.27737824643245e-06	9.22551752106029e-06	1e-08	8.93904223113262e-06	6.06747635751198e-06	1e-08	5.9086662497714e-06
"TTC30A"	2.3172526032202e-06	1.07306439849025e-06	2.49875235965527e-06	7.86224188165076e-06	4.22927972812923e-06	2.12276773960431e-06	1e-08	6.15252719202592e-06	3.58369129867577e-06	3.57302295867956e-06	1e-08	1e-08	1e-08	1e-08	9.53642720352144e-06	5.9086662497714e-06
"RBM45"	9.23901041288082e-06	7.45145078943172e-06	7.97400755089687e-06	3.93612094082538e-06	7.04213288021538e-06	1.05738386980215e-05	1.00036054292582e-05	3.08126359601296e-06	1.43047651947031e-05	1.00512465199151e-05	9.22551752106029e-06	2.39238457280698e-05	1e-08	6.06747635751198e-06	1e-08	1.77059987493142e-05
"OSBPL6"	1.1636263016101e-06	3.73072539471586e-06	5.07750471931054e-07	1e-08	1e-08	5.38191934901077e-07	1e-08	3.08126359601296e-06	1.79684564933788e-06	6.57822356123556e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"PRKRA"	6.46130728901657e-05	5.15686233267769e-05	8.11433269247618e-05	8.63846606981584e-05	6.89249022261107e-05	8.08233660398648e-05	4.99780271462911e-05	7.06490627082981e-05	5.18285238307986e-05	8.26073504057534e-05	9.2165175210603e-05	7.17515371842093e-05	4.46552111556631e-05	6.66422399326318e-05	8.5747844831693e-05	7.07939949972567e-05
"DFNB59"	1e-08	1e-08	1.00550094386211e-06	1e-08	1e-08	1e-08	1e-08	3.08126359601296e-06	1.79684564933788e-06	1e-08	9.22551752106029e-06	1e-08	1e-08	1e-08	1e-08	1e-08
"FKBP7"	2.3172526032202e-06	2.13612879698049e-06	2.99650283158633e-06	5.89918141123807e-06	7.04213288021538e-06	3.70734354430754e-06	1e-08	6.15252719202592e-06	7.15738259735154e-06	6.16431238317379e-06	1e-08	3.42626367543854e-06	8.93904223113262e-06	1e-08	1e-08	1e-08
"PLEKHA3"	9.11464778271981e-05	7.33614434958269e-05	6.07355575755886e-05	8.83477211685711e-05	7.4550608530283e-05	6.23366483183271e-05	0.00010993965972184	2.76513723641167e-05	6.07627520774881e-05	6.15531238317378e-05	3.68720700842412e-05	4.78376914561395e-05	7.1442337849061e-05	3.02973817875599e-05	0.000104800699238736	6.48953287474854e-05
"TTN"	0.000198433723876938	1.48929015788634e-05	5.32693004966228e-05	1.57144837633015e-05	6.04863427698523e-05	0.000114099457938633	6.99652380048076e-05	4.30076903441815e-05	0.000130449732401666	5.9933567941429e-05	9.22551752106029e-06	0.000133244283342103	2.67971266933979e-05	0.00012115952715024	0.000285802816105643	0.000123881991245199
"CCDC141"	5.07695572708445e-05	2.66766099622561e-06	1.7929016989518e-05	3.93612094082538e-06	1.96999720646031e-05	1.84967177215377e-05	1.99972108585165e-05	1.22950543840518e-05	5.00416781814608e-05	1.87968483275831e-05	1e-08	5.1253955131578e-05	8.93904223113262e-06	4.24123345025839e-05	0.000114327126442257	4.71993299981712e-05
"SESTD1"	9.23901041288082e-06	6.38838639094147e-06	4.98750471931054e-06	1e-08	2.82285315208615e-06	6.34830321881293e-06	5.00680271462911e-06	3.08126359601296e-06	8.94422824668942e-06	5.19257884898845e-06	1e-08	3.42626367543854e-06	1e-08	6.06747635751198e-06	2.85892816105643e-05	1e-08
"ZNF385B"	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	3.33911178061778e-07	1e-08	1e-08	1e-08	6.06747635751198e-06	1e-08	1e-08
"CWC22"	6.8073951794996e-05	4.94424945297964e-05	6.17310585194507e-05	7.46062978756822e-05	7.03313288021538e-05	5.49419612297121e-05	4.4981224431662e-05	7.9862853496337e-05	6.61232890255017e-05	6.09053014756143e-05	3.68720700842412e-05	7.51678008596478e-05	8.93904223113262e-06	5.45272872176078e-05	5.71685632211287e-05	2.36046649990856e-05
"UBE2E3"	0.000101529114541689	0.000121730873627133	9.85645934423487e-05	8.63846606981584e-05	6.47056224979815e-05	0.000102479235370809	0.000129926870580357	8.293411709235e-05	0.000105433893310935	9.71833534185334e-05	4.60875876053015e-05	5.80864824824551e-05	0.000125016591235857	5.45272872176078e-05	1.90628544070429e-05	5.30979962479426e-05
"ITGA4"	0.0004453097524215	0.000308830207761416	0.000347439829407876	0.000316062735736443	0.000368493762923286	0.000310586857721834	0.000359779795453296	0.0003317064683694	0.000419918727594403	0.000356312295867956	0.000175104832900146	0.000338220103868415	0.00016966180239152	0.000424033345025839	0.000352487806530293	0.000365727307485827
"CERKL"	1e-08	1e-08	5.07750471931054e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	3.33911178061778e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"SSFA2"	3.80796679531334e-05	2.81812065599915e-05	3.28615311474496e-05	2.94559070561904e-05	1.54806923364738e-05	2.0609485461142e-05	1.50004081438873e-05	2.45801087681037e-05	3.0386376038744e-05	2.916200602556e-05	1.84410350421206e-05	3.75889004298239e-05	8.93904223113262e-06	3.63548581450719e-05	1.90628544070429e-05	5.30979962479426e-05
"DNAJC10"	3.46187890483031e-05	3.56226573494232e-05	3.78390358667601e-05	3.33820279970158e-05	2.67321049448184e-05	2.32504451356474e-05	1.99972108585165e-05	4.60789539401944e-05	6.96969803241775e-05	4.14706307919076e-05	2.76565525631809e-05	6.15027461578937e-05	2.67971266933979e-05	3.63548581450719e-05	3.81157088140858e-05	4.13006637483998e-05
"FRZB"	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	3.33911178061778e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"NCKAP1"	3.47087890483031e-06	9.04604738716708e-06	2.00100188772422e-06	1e-08	2.82285315208615e-06	5.38191934901077e-07	1e-08	3.08126359601296e-06	3.58369129867577e-06	3.89693413674134e-06	1e-08	1e-08	1e-08	1e-08	1e-08	5.9086662497714e-06
"DUSP19"	1e-08	5.41532199245123e-07	1.50325141579316e-06	1.97306047041269e-06	1e-08	1.59457580470323e-06	5.00680271462911e-06	3.08126359601296e-06	3.58369129867577e-06	9.81733534185335e-07	1e-08	1e-08	8.93904223113262e-06	1e-08	1e-08	1e-08
"NUP35"	2.53897786354223e-05	1.38298371803732e-05	2.34042721807596e-05	2.5529786115365e-05	2.81385315208615e-05	2.48350209403506e-05	1.00036054292582e-05	2.15088451720907e-05	2.14521477920546e-05	2.30076936423863e-05	1e-08	1.36750547017541e-05	2.67971266933979e-05	6.06747635751198e-06	5.71685632211287e-05	1.77059987493142e-05
"ZNF804A"	1.1636263016101e-06	5.41532199245123e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"FSIP2"	1e-08	1e-08	5.07750471931054e-07	1e-08	1e-08	5.38191934901077e-07	1e-08	1e-08	1e-08	3.33911178061778e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"ZC3H15"	0.000206509107988208	0.000177541754547871	0.000194630434525042	0.000231651135508698	0.000191284014341858	0.000216568693309442	0.000199882108585164	0.000175072024972739	0.000225152551816573	0.000208608798671785	0.000129027245294844	0.000266478566684206	0.000241094140240581	0.000187791767082871	0.000190538544070429	0.000224159317491313
"ITGAV"	5.07695572708445e-05	1.86136269735793e-05	3.83367863386912e-05	6.08648745827934e-05	3.51706644010769e-05	4.01525870524819e-05	1.99972108585165e-05	2.45801087681037e-05	1.43047651947031e-05	2.26837824643245e-05	1.84410350421206e-05	3.75889004298239e-05	7.1442337849061e-05	4.24123345025839e-05	9.53642720352144e-06	2.9503331248857e-05
